39:Steel Heart Part 4 (1999):Adventure|Horror
40:Cosmic Shift Part 5 (2020):Mystery|Drama|Western
41:Steel Heart Part 1 (2001):Comedy|Musical
42:Forgotten Path Part 2 (2000):Drama
43:Crimson Tide Part 3 (1998):Fantasy
44:Velvet Fog Part 4 (2010):War|Drama
45:Urban Legends Part 5 (2007):War
46:Urban Legends Part 1 (1982):Comedy|Film-Noir|Musical
47:Crimson Tide Part 2 (1991):Drama
48:Steel Heart Part 3 (1998):Action|Drama|Romance
49:Cosmic Shift Part 4 (2001):Drama|Crime
50:Urban Legends Part 5 (1984):Children's
51:Cosmic Shift Part 1 (2005):Romance|Crime
52:Cosmic Shift Part 2 (1981):Comedy|Mystery
53:Epic Journey Part 3 (1984):Comedy|Thriller
54:Midnight Bloom Part 4 (1999):Adventure|Film-Noir|Musical
55:Cosmic Shift Part 5 (2022):Comedy|Documentary
56:Midnight Bloom Part 1 (2024):Romance|Drama
57:Crimson Tide Part 2 (1994):Thriller|Horror
58:Silent Witness Part 3 (1996):Animation|Sci-Fi
59:Midnight Bloom Part 4 (1996):Western
60:Urban Legends Part 5 (1988):Fantasy|Comedy
61:Cosmic Shift Part 1 (1987):Action|Animation
62:Silent Witness Part 2 (1981):Thriller|Musical
63:Midnight Bloom Part 3 (1995):Horror|Children's|Mystery
64:Silent Witness Part 4 (1980):Crime
65:Cosmic Shift Part 5 (2016):Sci-Fi|Action|Documentary
66:Forgotten Path Part 1 (1999):Animation|Drama|Western
67:Digital Dream Part 2 (1982):Action
68:Digital Dream Part 3 (1988):Horror|Sci-Fi|Musical
69:Digital Dream Part 4 (2009):War
70:Cosmic Shift Part 5 (1987):Adventure|Action|Western
71:Steel Heart Part 1 (2012):Mystery|Horror
72:Epic Journey Part 2 (1981):Adventure|Mystery
73:Velvet Fog Part 3 (1982):War|Children's
74:Velvet Fog Part 4 (2024):Fantasy
75:Epic Journey Part 5 (2022):Crime|Adventure|Comedy
76:Forgotten Path Part 1 (2015):Animation
77:Cosmic Shift Part 2 (2015):Western
78:Midnight Bloom Part 3 (1997):Action|Documentary
79:Velvet Fog Part 4 (1991):Crime|Children's
80:Cosmic Shift Part 5 (2002):Children's|Action|Film-Noir
81:Steel Heart Part 1 (2009):Film-Noir|Documentary
82:Cosmic Shift Part 2 (2012):Fantasy|Action
83:Steel Heart Part 3 (1992):Drama
84:Forgotten Path Part 4 (2011):Film-Noir|Romance|Musical
85:Midnight Bloom Part 5 (2009):Film-Noir
86:Steel Heart Part 1 (2011):Documentary|Children's
87:Digital Dream Part 2 (1992):Thriller|Film-Noir|Mystery
88:Cosmic Shift Part 3 (1980):Musical|Western|Children's
89:Silent Witness Part 4 (2014):Action|Animation|Film-Noir
90:Velvet Fog Part 5 (2010):Drama|Children's|Film-Noir
91:Crimson Tide Part 1 (2014):Romance|War
92:Midnight Bloom Part 2 (2019):Thriller|Fantasy|War
93:Urban Legends Part 3 (2007):Thriller|Comedy|War
94:Crimson Tide Part 4 (2010):Sci-Fi
95:Epic Journey Part 5 (2000):Action|Drama|Thriller
96:Silent Witness Part 1 (1996):War|Horror
97:Steel Heart Part 2 (2014):Horror|Children's
98:Velvet Fog Part 3 (1983):Adventure
99:Velvet Fog Part 4 (1991):Crime|Children's|Musical
100:Urban Legends Part 5 (2010):Crime|Musical|Horror
101:Digital Dream Part 1 (1984):Thriller|Crime|War
102:Crimson Tide Part 2 (2002):Comedy
103:Velvet Fog Part 3 (2023):Children's|Fantasy|Western
104:Digital Dream Part 4 (1989):Adventure|Film-Noir|Children's
105:Epic Journey Part 5 (1991):Adventure
106:Crimson Tide Part 1 (2004):War|Musical|Adventure
107:Urban Legends Part 2 (1998):Fantasy|Film-Noir|Sci-Fi
108:Steel Heart Part 3 (1993):Romance|Comedy
109:Crimson Tide Part 4 (2012):Adventure|Romance|Film-Noir
110:Urban Legends Part 5 (2004):Film-Noir|Musical
111:Digital Dream Part 1 (2015):Animation
112:Velvet Fog Part 2 (2002):Adventure
113:Velvet Fog Part 3 (1986):Action
114:Urban Legends Part 4 (1997):Romance|Western|Film-Noir
115:Steel Heart Part 5 (2020):Sci-Fi|Romance
116:Digital Dream Part 1 (1983):Comedy
117:Forgotten Path Part 2 (1983):Film-Noir|Action
118:Digital Dream Part 3 (1989):Horror|Drama|Mystery
119:Digital Dream Part 4 (1994):Animation
120:Cosmic Shift Part 5 (1989):Musical|War|Romance
121:Silent Witness Part 1 (2021):Documentary|Crime|Romance
122:Midnight Bloom Part 2 (2006):Adventure|Film-Noir|War
123:Digital Dream Part 3 (1988):Children's|Sci-Fi|Fantasy
124:Digital Dream Part 4 (2008):Romance
125:Velvet Fog Part 5 (1989):Action|Documentary
126:Epic Journey Part 1 (1993):War|Film-Noir
127:Forgotten Path Part 2 (2022):Musical
128:Cosmic Shift Part 3 (2010):Film-Noir|Comedy
129:Digital Dream Part 4 (1999):Animation
130:Epic Journey Part 5 (1998):Film-Noir|Western
131:Digital Dream Part 1 (1993):Western
132:Steel Heart Part 2 (2008):Action
133:Midnight Bloom Part 3 (1989):Comedy|Sci-Fi
134:Steel Heart Part 4 (2011):Documentary|War
135:Steel Heart Part 5 (1992):Sci-Fi|Comedy|Musical
136:Digital Dream Part 1 (2013):Western|Children's
137:Steel Heart Part 2 (2020):Horror
138:Epic Journey Part 3 (1983):Horror|Crime
139:Crimson Tide Part 4 (1990):Animation|Musical
140:Digital Dream Part 5 (2018):Drama|Thriller
141:Velvet Fog Part 1 (1994):Horror
142:Midnight Bloom Part 2 (2016):Documentary
143:Urban Legends Part 3 (2012):Film-Noir|Horror|Comedy
144:Urban Legends Part 4 (2024):Horror|Fantasy|Adventure
145:Digital Dream Part 5 (2012):Romance|Animation
146:Urban Legends Part 1 (1983):Adventure|Thriller
147:Urban Legends Part 2 (2015):Western|Crime|Thriller
148:Crimson Tide Part 3 (2000):Crime
149:Digital Dream Part 4 (2015):Comedy|Horror|Western
150:Velvet Fog Part 5 (1999):Crime
